ensg	obs_lof	exp_lof	shet	post_lower_95	post_upper_95	GENE	shet_BIN_raw	shet_BIN
ENSG00000197838	12	17.856	0.0002501	6.05e-06	0.00104405	CYP2A13	(3.01e-05,0.000599]	1
ENSG00000151033	10	8.8446	0.0002505	5.05e-06	0.00109605	LYZL2	(3.01e-05,0.000599]	1
ENSG00000213759	22	19.68	0.00025058	6.05e-06	0.00105405	UGT2B11	(3.01e-05,0.000599]	1
ENSG00000036565	29	24.794	0.00025115	1.11e-05	0.00094805	SLC18A1	(3.01e-05,0.000599]	1
ENSG00000057149	20	14.714	0.00025142	6.05e-06	0.00104205	SERPINB3	(3.01e-05,0.000599]	1
ENSG00000137274	11	13.48	0.00025168	1.31e-05	0.00089405	BPHL	(3.01e-05,0.000599]	1
ENSG00000173401	10	11.653	0.00025195	4.05e-06	0.00105705	GLIPR1L1	(3.01e-05,0.000599]	1
ENSG00000136059	39	46.676	0.00025196	1.71e-05	0.00086105	VILL	(3.01e-05,0.000599]	1
ENSG00000205517	46	43.529	0.00025196	1.31e-05	0.00090005	RGL3	(3.01e-05,0.000599]	1
ENSG00000014257	24	24.059	0.00025227	8.05e-06	0.00100005	ACP3	(3.01e-05,0.000599]	1
ENSG00000010310	38	28.086	0.00025242	1.11e-05	0.00093105	GIPR	(3.01e-05,0.000599]	1
ENSG00000206073	21	14.912	0.00025272	6.05e-06	0.00104405	SERPINB4	(3.01e-05,0.000599]	1
ENSG00000171234	20	20.202	0.00025299	6.05e-06	0.00105205	UGT2B7	(3.01e-05,0.000599]	1
ENSG00000131373	22	31.195	0.00025333	1.11e-05	0.00095105	HACL1	(3.01e-05,0.000599]	1
ENSG00000100867	10	11.394	0.00025354	5.05e-06	0.00106705	DHRS2	(3.01e-05,0.000599]	1
ENSG00000167700	15	11.508	0.00025374	6.05e-06	0.00104805	MFSD3	(3.01e-05,0.000599]	1
ENSG00000131183	34	24.176	0.00025428	1.21e-05	0.00092705	SLC34A1	(3.01e-05,0.000599]	1
ENSG00000174015	9	14.372	0.00025439	8.05e-06	0.00083205	CBY2	(3.01e-05,0.000599]	1
ENSG00000168404	23	26.301	0.00025451	7.05e-06	0.00101805	MLKL	(3.01e-05,0.000599]	1
ENSG00000047936	113	118.35	0.00025474	1.71e-05	0.00085205	ROS1	(3.01e-05,0.000599]	1
ENSG00000129988	23	24.494	0.00025539	1.21e-05	0.00094505	LBP	(3.01e-05,0.000599]	1
ENSG00000128284	5	5.1425	0.00025545	8.05e-06	0.00099505	APOL3	(3.01e-05,0.000599]	1
ENSG00000148814	26	25.818	0.00025555	1.01e-05	0.00096605	LRRC27	(3.01e-05,0.000599]	1
ENSG00000142661	76	83.143	0.00025594	1.61e-05	0.00089405	MYOM3	(3.01e-05,0.000599]	1
ENSG00000095917	15	11.534	0.0002564	7.05e-06	0.00103305	TPSD1	(3.01e-05,0.000599]	1
ENSG00000102796	14	17.156	0.00025651	5.05e-06	0.00108005	DHRS12	(3.01e-05,0.000599]	1
ENSG00000139437	30	40.013	0.00025661	1.51e-05	0.00091705	TCHP	(3.01e-05,0.000599]	1
ENSG00000255974	15	19.231	0.00025665	7.05e-06	0.00102805	CYP2A6	(3.01e-05,0.000599]	1
ENSG00000148702	25	29.009	0.00025674	9.05e-06	0.00101105	HABP2	(3.01e-05,0.000599]	1
ENSG00000203705	12	16.975	0.00025683	1.11e-05	0.00097705	TATDN3	(3.01e-05,0.000599]	1
ENSG00000196862	76	47.193	0.00025696	1.51e-05	0.00087005	RGPD4	(3.01e-05,0.000599]	1
ENSG00000241484	36	26.909	0.00025761	8.05e-06	0.00100205	ARHGAP8	(3.01e-05,0.000599]	1
ENSG00000147614	17	18.149	0.00025813	8.05e-06	0.00102605	ATP6V0D2	(3.01e-05,0.000599]	1
ENSG00000122497	44	26.792	0.00025823	8.05e-06	0.00095805	NA	(3.01e-05,0.000599]	1
ENSG00000168065	14	21.406	0.00025828	6.05e-06	0.00110205	SLC22A11	(3.01e-05,0.000599]	1
ENSG00000213918	25	15.174	0.00025842	8.05e-06	0.00102105	DNASE1	(3.01e-05,0.000599]	1
ENSG00000042445	24	30.451	0.0002587	1.21e-05	0.00096405	RETSAT	(3.01e-05,0.000599]	1
ENSG00000206384	78	92.935	0.0002587	2.21e-05	0.00082905	COL6A6	(3.01e-05,0.000599]	1
ENSG00000183323	18	25.997	0.00025887	1.31e-05	0.00094005	CCDC125	(3.01e-05,0.000599]	1
ENSG00000111325	16	13.259	0.00025909	8.05e-06	0.00102205	OGFOD2	(3.01e-05,0.000599]	1
ENSG00000165810	21	22.417	0.00025938	9.05e-06	0.00101405	BTNL9	(3.01e-05,0.000599]	1
ENSG00000176571	24	19.617	0.00025964	7.05e-06	0.00105705	CNBD1	(3.01e-05,0.000599]	1
ENSG00000155749	32	29.397	0.00026025	1.01e-05	0.00099805	FLACC1	(3.01e-05,0.000599]	1
ENSG00000205126	27	28.295	0.00026028	6.05e-06	0.00108105	ACCSL	(3.01e-05,0.000599]	1
ENSG00000140950	23	17.815	0.00026029	8.05e-06	0.00103505	MEAK7	(3.01e-05,0.000599]	1
ENSG00000152463	14	13.368	0.00026059	4.05e-06	0.00112905	OLAH	(3.01e-05,0.000599]	1
ENSG00000186628	33	34.753	0.00026077	1.01e-05	0.00100005	FSD2	(3.01e-05,0.000599]	1
ENSG00000169962	34	28.932	0.00026077	7.05e-06	0.00105605	TAS1R3	(3.01e-05,0.000599]	1
ENSG00000196136	17	11.884	0.00026105	6.05e-06	0.00109905	SERPINA3	(3.01e-05,0.000599]	1
ENSG00000156689	9	9.2792	0.00026117	5.05e-06	0.00111005	GLYATL2	(3.01e-05,0.000599]	1
ENSG00000154263	61	78.03	0.00026128	7.05e-06	0.00104605	ABCA10	(3.01e-05,0.000599]	1
ENSG00000174125	29	20.551	0.00026161	9.05e-06	0.00100905	TLR1	(3.01e-05,0.000599]	1
ENSG00000196476	22	22.972	0.00026165	7.05e-06	0.00105805	C20orf96	(3.01e-05,0.000599]	1
ENSG00000181036	30	22.386	0.00026171	6.05e-06	0.00108305	FCRL6	(3.01e-05,0.000599]	1
ENSG00000138356	59	78.306	0.00026197	1.21e-05	0.00097205	AOX1	(3.01e-05,0.000599]	1
ENSG00000171757	13	20.705	0.00026205	7.05e-06	0.00106505	LRRC34	(3.01e-05,0.000599]	1
ENSG00000172421	17	25.124	0.00026224	1.01e-05	0.00100205	EFCAB3	(3.01e-05,0.000599]	1
ENSG00000204839	27	27.503	0.00026234	8.05e-06	0.00102005	MROH6	(3.01e-05,0.000599]	1
ENSG00000144407	30	29.225	0.0002629	1.51e-05	0.00091905	PTH2R	(3.01e-05,0.000599]	1
ENSG00000133488	20	25.763	0.00026307	1.01e-05	0.00100705	SEC14L4	(3.01e-05,0.000599]	1
ENSG00000130270	47	59.275	0.00026363	1.31e-05	0.00096605	ATP8B3	(3.01e-05,0.000599]	1
ENSG00000181085	30	27.005	0.00026376	1.21e-05	0.00096805	MAPK15	(3.01e-05,0.000599]	1
ENSG00000242515	25	19.769	0.00026451	8.05e-06	0.00105005	UGT1A10	(3.01e-05,0.000599]	1
ENSG00000182685	21	12.68	0.0002647	9.05e-06	0.00102405	BRICD5	(3.01e-05,0.000599]	1
ENSG00000130035	29	28.484	0.00026525	9.05e-06	0.00103605	GALNT8	(3.01e-05,0.000599]	1
ENSG00000147813	27	26.094	0.00026548	1.01e-05	0.00102905	NAPRT	(3.01e-05,0.000599]	1
ENSG00000124469	12	16.115	0.00026553	5.05e-06	0.00111505	CEACAM8	(3.01e-05,0.000599]	1
ENSG00000172752	83	108.3	0.00026594	1.51e-05	0.00088705	COL6A5	(3.01e-05,0.000599]	1
ENSG00000121053	32	35.062	0.00026626	1.61e-05	0.00092005	EPX	(3.01e-05,0.000599]	1
ENSG00000021461	20	26.135	0.00026654	6.05e-06	0.00111005	CYP3A43	(3.01e-05,0.000599]	1
ENSG00000113073	37	43.675	0.00026657	1.01e-05	0.00102305	SLC4A9	(3.01e-05,0.000599]	1
ENSG00000159339	27	32.762	0.00026666	5.05e-06	0.00113205	PADI4	(3.01e-05,0.000599]	1
ENSG00000244067	10	9.829	0.00026692	6.05e-06	0.00112905	GSTA2	(3.01e-05,0.000599]	1
ENSG00000132763	18	14.824	0.00026728	1.01e-05	0.00102405	MMACHC	(3.01e-05,0.000599]	1
ENSG00000110002	41	36.355	0.00026729	1.81e-05	0.00092805	VWA5A	(3.01e-05,0.000599]	1
ENSG00000167633	18	14.482	0.00026731	8.05e-06	0.00106605	KIR3DL1	(3.01e-05,0.000599]	1
ENSG00000232125	29	30.639	0.00026769	8.05e-06	0.00106805	DYTN	(3.01e-05,0.000599]	1
ENSG00000110077	15	9.0429	0.00026782	6.05e-06	0.00111705	MS4A6A	(3.01e-05,0.000599]	1
ENSG00000091128	73	87.95	0.00026826	1.11e-05	0.00101105	LAMB4	(3.01e-05,0.000599]	1
ENSG00000183067	23	19.258	0.00026861	1.11e-05	0.00098805	IGSF5	(3.01e-05,0.000599]	1
ENSG00000172236	16	9.6293	0.00026944	6.05e-06	0.00111005	TPSAB1	(3.01e-05,0.000599]	1
ENSG00000113790	19	28.683	0.00026948	7.05e-06	0.00109905	EHHADH	(3.01e-05,0.000599]	1
ENSG00000139144	63	68.396	0.00026977	1.41e-05	0.00098305	PIK3C2G	(3.01e-05,0.000599]	1
ENSG00000173093	29	30.548	0.00026992	1.01e-05	0.00102705	CCDC63	(3.01e-05,0.000599]	1
ENSG00000137965	22	20.978	0.00026998	8.05e-06	0.00107605	IFI44	(3.01e-05,0.000599]	1
ENSG00000162542	31	32.066	0.00027035	1.21e-05	0.00100905	TMCO4	(3.01e-05,0.000599]	1
ENSG00000159496	20	22.217	0.00027082	8.05e-06	0.00107205	RGL4	(3.01e-05,0.000599]	1
ENSG00000038945	27	21.723	0.00027105	1.21e-05	0.00115205	MSR1	(3.01e-05,0.000599]	1
ENSG00000006606	3	3.7588	0.00027117	5.05e-06	0.00115605	CCL26	(3.01e-05,0.000599]	1
ENSG00000146809	24	26.251	0.00027154	1.31e-05	0.00099105	ASB15	(3.01e-05,0.000599]	1
ENSG00000221826	32	22.693	0.00027171	6.05e-06	0.00113405	PSG3	(3.01e-05,0.000599]	1
ENSG00000100253	23	17.915	0.00027259	8.05e-06	0.00110505	MIOX	(3.01e-05,0.000599]	1
ENSG00000106066	20	27.119	0.00027271	1.11e-05	0.00102405	CPVL	(3.01e-05,0.000599]	1
ENSG00000185674	12	9.7462	0.00027308	8.05e-06	0.00108305	LYG2	(3.01e-05,0.000599]	1
ENSG00000111331	50	49.839	0.00027371	1.41e-05	0.00097005	OAS3	(3.01e-05,0.000599]	1
ENSG00000240038	39	29.415	0.00027397	1.31e-05	0.00100605	AMY2B	(3.01e-05,0.000599]	1
ENSG00000161243	15	12.684	0.00027431	9.05e-06	0.00106505	FBXO27	(3.01e-05,0.000599]	1
ENSG00000219073	17	15.545	0.00027432	7.05e-06	0.00113605	CELA3B	(3.01e-05,0.000599]	1
ENSG00000086288	41	39.723	0.00027555	6.05e-06	0.00116205	NME8	(3.01e-05,0.000599]	1
ENSG00000175003	30	24.207	0.0002756	9.05e-06	0.00109405	SLC22A1	(3.01e-05,0.000599]	1
ENSG00000007306	11	11.844	0.00027646	7.05e-06	0.00115105	CEACAM7	(3.01e-05,0.000599]	1
ENSG00000169154	16	19.018	0.00027748	7.05e-06	0.00113805	GOT1L1	(3.01e-05,0.000599]	1
ENSG00000183077	16	22.109	0.00027788	6.05e-06	0.00118405	AFMID	(3.01e-05,0.000599]	1
ENSG00000196460	16	22.398	0.00027808	1.51e-05	0.00093205	RFX8	(3.01e-05,0.000599]	1
ENSG00000169393	16	14.91	0.00027825	6.05e-06	0.00116105	ELSPBP1	(3.01e-05,0.000599]	1
ENSG00000166401	14	15.476	0.00027838	7.05e-06	0.00114805	SERPINB8	(3.01e-05,0.000599]	1
ENSG00000124490	17	14.964	0.00027847	6.05e-06	0.00116305	CRISP2	(3.01e-05,0.000599]	1
ENSG00000150756	13	12.218	0.00027856	1.11e-05	0.00106105	ATPSCKMT	(3.01e-05,0.000599]	1
ENSG00000234745	10	18.592	0.00027905	1.01e-05	0.00083205	HLA-B	(3.01e-05,0.000599]	1
ENSG00000133317	18	16.75	0.00027909	8.05e-06	0.00111105	LGALS12	(3.01e-05,0.000599]	1
ENSG00000152760	7	8.2321	0.00027924	9.05e-06	0.00096205	DYNLT5	(3.01e-05,0.000599]	1
ENSG00000176040	31	38.145	0.00027947	1.81e-05	0.00094905	TMPRSS7	(3.01e-05,0.000599]	1
ENSG00000215375	16	9.1725	0.00027955	7.05e-06	0.00116305	MYL5	(3.01e-05,0.000599]	1
ENSG00000077498	38	21.523	0.00028043	1.11e-05	0.00105605	TYR	(3.01e-05,0.000599]	1
ENSG00000187959	6	11.107	0.00028057	6.05e-06	0.00115105	CPSF4L	(3.01e-05,0.000599]	1
ENSG00000155275	33	32.536	0.00028094	1.31e-05	0.00105105	TRMT44	(3.01e-05,0.000599]	1
ENSG00000144115	12	18.992	0.00028136	8.05e-06	0.00114105	THNSL2	(3.01e-05,0.000599]	1
ENSG00000122133	11	10.08	0.00028137	6.05e-06	0.00118805	PAEP	(3.01e-05,0.000599]	1
ENSG00000174776	31	34.088	0.00028203	1.11e-05	0.00107405	WDR49	(3.01e-05,0.000599]	1
ENSG00000221947	13	13.17	0.00028206	8.05e-06	0.00115005	XKR9	(3.01e-05,0.000599]	1
ENSG00000127252	6	7.437	0.00028212	7.05e-06	0.00117305	PLAAT1	(3.01e-05,0.000599]	1
ENSG00000160349	11	9.1028	0.00028242	6.05e-06	0.00118005	LCN1	(3.01e-05,0.000599]	1
ENSG00000164485	21	15.268	0.00028247	7.05e-06	0.00115005	IL22RA2	(3.01e-05,0.000599]	1
ENSG00000187021	22	25.486	0.00028252	1.01e-05	0.00110205	PNLIPRP1	(3.01e-05,0.000599]	1
ENSG00000157884	11	11.609	0.00028262	1.01e-05	0.00110205	CIB4	(3.01e-05,0.000599]	1
ENSG00000104321	55	59.491	0.00028297	1.61e-05	0.00098205	TRPA1	(3.01e-05,0.000599]	1
ENSG00000169026	24	19.209	0.00028306	7.05e-06	0.00115505	SLC49A3	(3.01e-05,0.000599]	1
ENSG00000166153	13	11.569	0.00028367	6.05e-06	0.00117105	DEPDC4	(3.01e-05,0.000599]	1
ENSG00000125089	52	51.337	0.00028432	2.01e-05	0.00094305	SH3TC1	(3.01e-05,0.000599]	1
ENSG00000138400	23	27.675	0.00028441	8.05e-06	0.00116705	MDH1B	(3.01e-05,0.000599]	1
ENSG00000101425	23	26.032	0.00028456	5.05e-06	0.00122505	BPI	(3.01e-05,0.000599]	1
ENSG00000162931	14	20.495	0.00028488	9.05e-06	0.00111105	TRIM17	(3.01e-05,0.000599]	1
ENSG00000166866	66	61.125	0.00028538	2.71e-05	0.00087905	MYO1A	(3.01e-05,0.000599]	1
ENSG00000175267	49	67.74	0.00028581	1.21e-05	0.00109105	VWA3A	(3.01e-05,0.000599]	1
ENSG00000115705	36	42.93	0.00028582	1.81e-05	0.00093305	TPO	(3.01e-05,0.000599]	1
ENSG00000186038	14	13.28	0.00028623	7.05e-06	0.00118905	HTR3E	(3.01e-05,0.000599]	1
ENSG00000189253	9	12.046	0.00028705	5.05e-06	0.00106505	TRIM64B	(3.01e-05,0.000599]	1
ENSG00000256797	13	8.7052	0.00028716	6.05e-06	0.00120805	KLRF2	(3.01e-05,0.000599]	1
ENSG00000197774	28	17.405	0.00028719	9.05e-06	0.00114005	EME2	(3.01e-05,0.000599]	1
ENSG00000160339	16	15.867	0.0002877	7.05e-06	0.00121305	FCN2	(3.01e-05,0.000599]	1
ENSG00000243772	13	12.685	0.0002877	8.05e-06	0.00116005	KIR2DL3	(3.01e-05,0.000599]	1
ENSG00000103021	23	22.829	0.00028772	9.05e-06	0.00112505	CCDC113	(3.01e-05,0.000599]	1
ENSG00000173612	26	27.711	0.0002883	1.11e-05	0.00110105	GPRC6A	(3.01e-05,0.000599]	1
ENSG00000093072	14	20.453	0.00028853	7.05e-06	0.00118105	ADA2	(3.01e-05,0.000599]	1
ENSG00000166558	30	20.053	0.00028882	1.01e-05	0.00113205	SLC38A8	(3.01e-05,0.000599]	1
ENSG00000103852	31	23.585	0.00028899	1.81e-05	0.00100905	TTC23	(3.01e-05,0.000599]	1
ENSG00000114248	13	23.857	0.00028935	6.05e-06	0.00120705	LRRC31	(3.01e-05,0.000599]	1
ENSG00000181333	54	57.341	0.00028977	1.71e-05	0.00101105	HEPHL1	(3.01e-05,0.000599]	1
ENSG00000261701	14	13.571	0.00029039	9.05e-06	0.00114105	HPR	(3.01e-05,0.000599]	1
ENSG00000198870	35	35.034	0.00029109	6.05e-06	0.00123505	STKLD1	(3.01e-05,0.000599]	1
ENSG00000149043	30	18.724	0.00029112	5.05e-06	0.00126005	SYT8	(3.01e-05,0.000599]	1
ENSG00000170324	51	54.734	0.00029113	1.51e-05	0.00104805	FRMPD2	(3.01e-05,0.000599]	1
ENSG00000079557	29	30.316	0.00029229	8.05e-06	0.00120205	AFM	(3.01e-05,0.000599]	1
ENSG00000116176	17	9.1878	0.00029242	6.05e-06	0.00123205	TPSG1	(3.01e-05,0.000599]	1
ENSG00000173567	37	42.577	0.00029246	1.21e-05	0.00108705	ADGRF3	(3.01e-05,0.000599]	1
ENSG00000188992	26	20.769	0.00029259	7.05e-06	0.00120605	LIPI	(3.01e-05,0.000599]	1
ENSG00000131059	17	13.983	0.00029264	7.05e-06	0.00121205	BPIFA3	(3.01e-05,0.000599]	1
ENSG00000186523	9	7.5429	0.00029276	4.05e-06	0.00116705	FAM86B1	(3.01e-05,0.000599]	1
ENSG00000196600	23	20.585	0.00029306	7.05e-06	0.00121305	SLC22A25	(3.01e-05,0.000599]	1
ENSG00000092009	11	8.4676	0.00029308	7.05e-06	0.00122105	CMA1	(3.01e-05,0.000599]	1
ENSG00000214814	77	97.677	0.00029327	2.31e-05	0.00097205	FER1L6	(3.01e-05,0.000599]	1
ENSG00000124812	10	12.449	0.00029336	5.05e-06	0.00129405	CRISP1	(3.01e-05,0.000599]	1
ENSG00000085265	22	16.698	0.00029371	1.11e-05	0.00112705	FCN1	(3.01e-05,0.000599]	1
ENSG00000197863	24	25.464	0.00029384	1.21e-05	0.00108805	ZNF790	(3.01e-05,0.000599]	1
ENSG00000164306	28	28.911	0.00029392	1.41e-05	0.00108705	PRIMPOL	(3.01e-05,0.000599]	1
ENSG00000178922	19	15.69	0.00029413	1.01e-05	0.00113405	HYI	(3.01e-05,0.000599]	1
ENSG00000168614	46	25.783	0.00029472	8.05e-06	0.00111405	NA	(3.01e-05,0.000599]	1
ENSG00000242550	15	15.71	0.00029482	6.05e-06	0.00125205	SERPINB10	(3.01e-05,0.000599]	1
ENSG00000197140	30	44.119	0.00029527	1.01e-05	0.00116905	ADAM32	(3.01e-05,0.000599]	1
ENSG00000163040	24	17.144	0.00029555	1.01e-05	0.00115105	CCDC74A	(3.01e-05,0.000599]	1
ENSG00000013288	41	52.625	0.00029598	1.41e-05	0.00110805	MAN2B2	(3.01e-05,0.000599]	1
ENSG00000198077	21	19.05	0.0002962	8.05e-06	0.00120705	CYP2A7	(3.01e-05,0.000599]	1
ENSG00000004809	34	23.797	0.00029623	8.05e-06	0.00120805	SLC22A16	(3.01e-05,0.000599]	1
ENSG00000065621	13	12.656	0.00029629	9.05e-06	0.00117705	GSTO2	(3.01e-05,0.000599]	1
ENSG00000167080	25	23.764	0.00029636	1.11e-05	0.00115005	B4GALNT2	(3.01e-05,0.000599]	1
ENSG00000132199	28	28.482	0.00029654	1.11e-05	0.00113505	ENOSF1	(3.01e-05,0.000599]	1
ENSG00000163354	25	39.652	0.0002967	1.61e-05	0.00105105	DCST2	(3.01e-05,0.000599]	1
ENSG00000169435	32	20.097	0.00029681	1.21e-05	0.00112105	RASSF6	(3.01e-05,0.000599]	1
ENSG00000173597	13	15.765	0.00029702	7.05e-06	0.00122905	SULT1B1	(3.01e-05,0.000599]	1
ENSG00000146143	14	21.167	0.00029749	2.01e-05	0.00080205	PRIM2	(3.01e-05,0.000599]	1
ENSG00000167207	44	41.498	0.0002976	1.21e-05	0.00112305	NOD2	(3.01e-05,0.000599]	1
ENSG00000158516	23	23.281	0.00029788	1.21e-05	0.00113405	CPA2	(3.01e-05,0.000599]	1
ENSG00000164049	18	25.638	0.000298	6.05e-06	0.00125305	FBXW12	(3.01e-05,0.000599]	1
ENSG00000129744	16	13.696	0.00029817	8.05e-06	0.00119805	ART1	(3.01e-05,0.000599]	1
ENSG00000101812	3	4.357	0.00029832	1.05e-06	0.00017505	H2BW2	(3.01e-05,0.000599]	1
ENSG00000135976	117	95.379	0.00029832	1.11e-05	0.00110605	ANKRD36	(3.01e-05,0.000599]	1
ENSG00000204520	6	13.905	0.00029858	6.05e-06	0.00127005	MICA	(3.01e-05,0.000599]	1
ENSG00000161040	24	35.935	0.00029875	1.01e-05	0.00118705	FBXL13	(3.01e-05,0.000599]	1
ENSG00000042980	39	43.831	0.0002989	1.01e-05	0.00116805	ADAM28	(3.01e-05,0.000599]	1
ENSG00000134827	23	18.766	0.00029937	6.05e-06	0.00126105	TCN1	(3.01e-05,0.000599]	1
ENSG00000197165	17	16.002	0.00029949	8.05e-06	0.00121005	SULT1A2	(3.01e-05,0.000599]	1
ENSG00000173662	23	27.753	0.00030064	8.05e-06	0.00124605	TAS1R1	(3.01e-05,0.000599]	1
ENSG00000196407	14	10.584	0.00030084	7.05e-06	0.00124605	THEM5	(3.01e-05,0.000599]	1
ENSG00000156886	43	64.03	0.00030119	1.11e-05	0.00117505	ITGAD	(3.01e-05,0.000599]	1
ENSG00000131480	24	26.891	0.00030143	1.31e-05	0.00114505	AOC2	(3.01e-05,0.000599]	1
ENSG00000162572	45	36.37	0.00030182	1.01e-05	0.00118805	SCNN1D	(3.01e-05,0.000599]	1
ENSG00000154646	51	55.952	0.00030193	1.11e-05	0.00117305	TMPRSS15	(3.01e-05,0.000599]	1
ENSG00000172543	18	19.391	0.00030199	8.05e-06	0.00124305	CTSW	(3.01e-05,0.000599]	1
ENSG00000100341	12	18.521	0.00030252	6.05e-06	0.00129205	PNPLA5	(3.01e-05,0.000599]	1
ENSG00000141140	54	57.671	0.0003026	1.51e-05	0.00108005	NA	(3.01e-05,0.000599]	1
ENSG00000183833	27	41.972	0.00030267	1.41e-05	0.00112405	CFAP91	(3.01e-05,0.000599]	1
ENSG00000008226	67	90.112	0.00030296	1.51e-05	0.00111005	DLEC1	(3.01e-05,0.000599]	1
ENSG00000107165	31	20.928	0.00030347	1.51e-05	0.00109305	TYRP1	(3.01e-05,0.000599]	1
ENSG00000178084	16	18.151	0.00030362	7.05e-06	0.00126505	HTR3C	(3.01e-05,0.000599]	1
ENSG00000100258	61	36.299	0.00030368	2.11e-05	0.00102505	LMF2	(3.01e-05,0.000599]	1
ENSG00000169885	11	9.8757	0.00030393	6.05e-06	0.00126805	CALML6	(3.01e-05,0.000599]	1
ENSG00000134216	22	25.396	0.00030435	1.11e-05	0.00117405	CHIA	(3.01e-05,0.000599]	1
ENSG00000122477	9	18.933	0.00030471	1.11e-05	0.00122205	LRRC39	(3.01e-05,0.000599]	1
ENSG00000174527	47	62.297	0.000305	2.21e-05	0.00105205	MYO1H	(3.01e-05,0.000599]	1
ENSG00000110887	29	23.143	0.0003054	1.21e-05	0.00116105	DAO	(3.01e-05,0.000599]	1
ENSG00000169507	20	16.906	0.00030588	8.05e-06	0.00125505	SLC38A11	(3.01e-05,0.000599]	1
ENSG00000128000	4	5.1465	0.00030598	9.05e-06	0.00120405	ZNF780B	(3.01e-05,0.000599]	1
ENSG00000135587	25	22.016	0.00030627	1.01e-05	0.00119405	SMPD2	(3.01e-05,0.000599]	1
ENSG00000105131	21	18.137	0.0003066	7.05e-06	0.00128205	EPHX3	(3.01e-05,0.000599]	1
ENSG00000160856	32	33.594	0.00030692	8.05e-06	0.00124405	FCRL3	(3.01e-05,0.000599]	1
ENSG00000171060	14	8.7257	0.00030703	6.05e-06	0.00129405	C8orf74	(3.01e-05,0.000599]	1
ENSG00000104974	27	23.076	0.00030724	7.05e-06	0.00126505	LILRA1	(3.01e-05,0.000599]	1
ENSG00000198099	11	14.33	0.00030763	7.05e-06	0.00126205	ADH4	(3.01e-05,0.000599]	1
ENSG00000231738	16	12.651	0.00030781	5.05e-06	0.00134005	TSPAN19	(3.01e-05,0.000599]	1
ENSG00000115841	33	28.33	0.00030822	1.51e-05	0.00113905	RMDN2	(3.01e-05,0.000599]	1
ENSG00000135953	14	14.188	0.00030882	9.05e-06	0.00125405	MFSD9	(3.01e-05,0.000599]	1
ENSG00000177685	15	13.207	0.00030885	1.11e-05	0.00120205	CRACR2B	(3.01e-05,0.000599]	1
ENSG00000168263	31	16.531	0.000309	1.01e-05	0.00119805	KCNV2	(3.01e-05,0.000599]	1
ENSG00000165983	17	13.327	0.00030917	1.11e-05	0.00120005	PTER	(3.01e-05,0.000599]	1
ENSG00000019186	32	27.85	0.00030918	9.05e-06	0.00124505	CYP24A1	(3.01e-05,0.000599]	1
ENSG00000105549	14	16.208	0.00030937	1.01e-05	0.00121205	THEG	(3.01e-05,0.000599]	1
ENSG00000172782	13	11.716	0.00030944	8.05e-06	0.00127005	FADS6	(3.01e-05,0.000599]	1
ENSG00000080031	57	60.135	0.00030957	1.71e-05	0.00107905	PTPRH	(3.01e-05,0.000599]	1
ENSG00000134201	11	11.694	0.00030983	7.05e-06	0.00128005	GSTM5	(3.01e-05,0.000599]	1
ENSG00000165972	24	31.749	0.00031008	9.05e-06	0.00126205	CCDC38	(3.01e-05,0.000599]	1
ENSG00000134042	11	15.691	0.00031013	8.05e-06	0.00128705	MRO	(3.01e-05,0.000599]	1
ENSG00000111335	33	35.34	0.00031034	1.01e-05	0.00122405	OAS2	(3.01e-05,0.000599]	1
ENSG00000175309	21	21.857	0.00031044	1.61e-05	0.00114605	PHYKPL	(3.01e-05,0.000599]	1
ENSG00000156096	15	18.934	0.00031051	9.05e-06	0.00124305	UGT2B4	(3.01e-05,0.000599]	1
ENSG00000161558	18	18.717	0.00031053	1.41e-05	0.00115005	TMEM143	(3.01e-05,0.000599]	1
ENSG00000073737	11	11.079	0.00031059	8.05e-06	0.00128205	DHRS9	(3.01e-05,0.000599]	1
ENSG00000244122	20	19.848	0.00031074	9.05e-06	0.00124005	UGT1A7	(3.01e-05,0.000599]	1
ENSG00000172594	27	20.369	0.00031076	1.31e-05	0.00116205	SMPDL3A	(3.01e-05,0.000599]	1
ENSG00000186115	25	25.383	0.00031095	1.21e-05	0.00118705	CYP4F2	(3.01e-05,0.000599]	1
ENSG00000005469	40	44.399	0.00031098	2.31e-05	0.00105105	CROT	(3.01e-05,0.000599]	1
ENSG00000197414	17	15.508	0.00031101	5.05e-06	0.00137005	NA	(3.01e-05,0.000599]	1
ENSG00000146233	24	24.522	0.00031115	1.11e-05	0.00122105	CYP39A1	(3.01e-05,0.000599]	1
ENSG00000120915	33	34.929	0.00031133	1.91e-05	0.00108405	EPHX2	(3.01e-05,0.000599]	1
ENSG00000108771	23	29.569	0.00031153	9.05e-06	0.00127405	DHX58	(3.01e-05,0.000599]	1
ENSG00000159495	32	36.433	0.00031172	1.11e-05	0.00121505	TGM7	(3.01e-05,0.000599]	1
ENSG00000198610	23	18.724	0.00031173	8.05e-06	0.00128205	AKR1C4	(3.01e-05,0.000599]	1
ENSG00000162148	24	26.568	0.00031189	9.05e-06	0.00124205	PPP1R32	(3.01e-05,0.000599]	1
ENSG00000125508	18	17.493	0.00031195	9.05e-06	0.00124505	SRMS	(3.01e-05,0.000599]	1
